Text,Text_Clean,Sentiment,Platform,Timestamp,User,Hashtags,Likes,Retweets,Country,Text_Length,Word_Count,Year,Month,Day,Hour,Date
Tenderness in the warmth of a cozy winter evening.,tenderness in the warmth of a cozy winter evening,Tenderness,Twitter,2016-02-10 19:45:00,WinterWarmth,#Tenderness #CozyEvening,50.0,25.0,UK,50,9,2016,2,10,19,2016-02-10
Arousal of excitement for an upcoming adventure.,arousal of excitement for an upcoming adventure,Arousal,Instagram,2017-04-30 11:30:00,AdventureAwaits,#Arousal #AdventureTime,40.0,20.0,Australia,48,7,2017,4,30,11,2017-04-30
Enthusiasm for a creative project in the making.,enthusiasm for a creative project in the making,Enthusiasm,Facebook,2018-09-15 16:00:00,CreativeSpirit,#Enthusiasm #Creativity,30.0,15.0,Canada,48,8,2018,9,15,16,2018-09-15
Fulfillment in completing a challenging workout routine.,fulfillment in completing a challenging workout routine,Fulfillment,Twitter,2019-06-28 18:20:00,FitnessAchiever,#Fulfillment #FitnessGoals,45.0,22.0,India,56,7,2019,6,28,18,2019-06-28
Reverence for the artistry displayed in a museum.,reverence for the artistry displayed in a museum,Reverence,Instagram,2020-11-11 15:00:00,ArtAppreciator,#Reverence #ArtAppreciation,35.0,18.0,UK,49,8,2020,11,11,15,2020-11-11
Elation after achieving a personal goal.,elation after achieving a personal goal,Elation,Facebook,2021-03-02 09:30:00,GoalAchiever2,#Elation #PersonalAchievement,50.0,25.0,USA,40,6,2021,3,2,9,2021-03-02
Elation over discovering a hidden gem in the city.,elation over discovering a hidden gem in the city,Elation,Twitter,2012-02-18 14:30:00,UrbanExplorer2,#Elation #HiddenGem,40.0,20.0,USA,50,9,2012,2,18,14,2012-02-18
The euphoria of a surprise birthday celebration.,the euphoria of a surprise birthday celebration,Euphoria,Instagram,2018-11-05 21:45:00,BirthdayJoy,#Euphoria #BirthdaySurprise,30.0,15.0,UK,48,7,2018,11,5,21,2018-11-05
Contentment in the simplicity of a home-cooked meal.,contentment in the simplicity of a homecooked meal,Contentment,Facebook,2015-09-12 13:20:00,HomeChef,#Contentment #HomeCooking,50.0,25.0,India,52,8,2015,9,12,13,2015-09-12
Serenity found in the melody of a peaceful piano.,serenity found in the melody of a peaceful piano,Serenity,Twitter,2016-07-30 18:10:00,MusicLover4,#Serenity #PeacefulMelody,35.0,18.0,Canada,49,9,2016,7,30,18,2016-07-30
Gratitude for the supportive community around me.,gratitude for the supportive community around me,Gratitude,Instagram,2013-04-20 10:30:00,CommunityLove,#Gratitude #CommunitySupport,60.0,30.0,USA,49,7,2013,4,20,10,2013-04-20
Hopeful about the prospects of a new business venture.,hopeful about the prospects of a new business venture,Hope,Facebook,2017-12-08 19:15:00,EntrepreneurHope,#Hope #BusinessVenture,45.0,22.0,Canada,54,9,2017,12,8,19,2017-12-08
Empowerment through mentoring and guiding others.,empowerment through mentoring and guiding others,Empowerment,Twitter,2014-06-03 08:20:00,MentorEmpower,#Empowerment #Mentorship,30.0,15.0,UK,49,6,2014,6,3,8,2014-06-03
Compassion shown through acts of kindness in the community.,compassion shown through acts of kindness in the community,Compassion,Instagram,2019-01-15 14:50:00,KindnessInAction,#Compassion #CommunityKindness,35.0,18.0,Australia,59,9,2019,1,15,14,2019-01-15
Tenderness in a heartfelt message to a loved one.,tenderness in a heartfelt message to a loved one,Tenderness,Facebook,2016-12-25 19:30:00,LoveExpress,#Tenderness #LoveNote,50.0,25.0,UK,49,9,2016,12,25,19,2016-12-25
Arousal of excitement before a much-awaited trip.,arousal of excitement before a muchawaited trip,Arousal,Twitter,2018-03-10 09:45:00,TravelExcitement,#Arousal #TravelAdventure,40.0,20.0,India,49,7,2018,3,10,9,2018-03-10
Enthusiasm for a new artistic project in the works.,enthusiasm for a new artistic project in the works,Enthusiasm,Instagram,2020-09-17 16:30:00,ArtisticSpirit,#Enthusiasm #ArtisticProject,30.0,15.0,USA,51,9,2020,9,17,16,2020-09-17
Feeling a sense of fulfillment after helping others.,feeling a sense of fulfillment after helping others,Fulfillment,Facebook,2011-08-28 18:45:00,HelperHeart,#Fulfillment #HelpingOthers,45.0,22.0,Canada,52,8,2011,8,28,18,2011-08-28
Reverence for the historical significance of a landmark.,reverence for the historical significance of a landmark,Reverence,Twitter,2017-11-01 15:30:00,HistoryBuff,#Reverence #HistoricalSite,35.0,18.0,Australia,56,8,2017,11,1,15,2017-11-01
Elation after achieving a fitness milestone.,elation after achieving a fitness milestone,Elation,Instagram,2019-06-15 10:00:00,FitnessAchiever2,#Elation #FitnessMilestone,50.0,25.0,UK,44,6,2019,6,15,10,2019-06-15
The euphoria of a successful product launch.,the euphoria of a successful product launch,Euphoria,Facebook,2022-04-03 11:45:00,ProductLaunchJoy,#Euphoria #ProductLaunchSuccess,30.0,15.0,USA,44,7,2022,4,3,11,2022-04-03
Contentment in the embrace of a loved one.,contentment in the embrace of a loved one,Contentment,Twitter,2010-11-12 20:20:00,LovingEmbrace,#Contentment #Love,60.0,30.0,India,42,8,2010,11,12,20,2010-11-12
Serenity found in the beauty of a sunset by the sea.,serenity found in the beauty of a sunset by the sea,Serenity,Instagram,2011-07-22 18:30:00,SunsetWatcher2,#Serenity #SunsetViews,45.0,22.0,Canada,52,11,2011,7,22,18,2011-07-22
Gratitude for the small joys that each day brings.,gratitude for the small joys that each day brings,Gratitude,Facebook,2012-03-30 11:20:00,JoyfulHeart2,#Gratitude #SmallJoys,30.0,15.0,Australia,50,9,2012,3,30,11,2012-03-30
Hopeful about the potential for personal growth.,hopeful about the potential for personal growth,Hope,Twitter,2013-10-05 16:40:00,GrowthOptimist,#Hope #PersonalDevelopment,35.0,18.0,UK,48,7,2013,10,5,16,2013-10-05
Empowerment through learning a new skill.,empowerment through learning a new skill,Empowerment,Instagram,2014-07-10 13:15:00,SkillEmpower,#Empowerment #SkillBuilding,50.0,25.0,India,41,6,2014,7,10,13,2014-07-10
Compassion in volunteering for a local charity.,compassion in volunteering for a local charity,Compassion,Facebook,2015-12-18 14:20:00,CharityVolunteer,#Compassion #VolunteerWork,35.0,18.0,USA,47,7,2015,12,18,14,2015-12-18
Tenderness in a quiet moment shared with a pet.,tenderness in a quiet moment shared with a pet,Tenderness,Twitter,2016-02-10 19:45:00,PetLove,#Tenderness #PetLove,50.0,25.0,Canada,47,9,2016,2,10,19,2016-02-10
Arousal of excitement for an upcoming festival.,arousal of excitement for an upcoming festival,Arousal,Instagram,2017-09-25 11:30:00,FestivalFan,#Arousal #FestivalExcitement,40.0,20.0,UK,47,7,2017,9,25,11,2017-09-25
Enthusiasm for a DIY home improvement project.,enthusiasm for a diy home improvement project,Enthusiasm,Facebook,2018-04-15 16:00:00,DIYEnthusiast,#Enthusiasm #HomeImprovement,30.0,15.0,Australia,46,7,2018,4,15,16,2018-04-15
Fulfillment in completing a challenging puzzle.,fulfillment in completing a challenging puzzle,Fulfillment,Twitter,2019-11-28 18:20:00,PuzzleMaster,#Fulfillment #PuzzleChallenge,45.0,22.0,India,47,6,2019,11,28,18,2019-11-28
Reverence for the wonders of nature on a hiking trail.,reverence for the wonders of nature on a hiking trail,Reverence,Instagram,2020-05-11 15:00:00,NatureAdmirer,#Reverence #NatureExploration,35.0,18.0,USA,54,10,2020,5,11,15,2020-05-11
Elation after a surprise reunion with a childhood friend.,elation after a surprise reunion with a childhood friend,Elation,Facebook,2021-02-05 09:30:00,ChildhoodJoy,#Elation #FriendshipReunion,50.0,25.0,Canada,57,9,2021,2,5,9,2021-02-05
Suffering from despair after another setback.,suffering from despair after another setback,Despair,Twitter,2021-03-10 08:30:00,StrugglingSoul,#Despair #Struggle,10.0,5.0,USA,45,6,2021,3,10,8,2021-03-10
"Overwhelmed by grief, missing a loved one dearly.",overwhelmed by grief missing a loved one dearly,Grief,Instagram,2022-07-05 15:45:00,MourningHeart,#Grief #Loss,15.0,8.0,Canada,49,8,2022,7,5,15,2022-07-05
Loneliness creeps in as the night grows colder.,loneliness creeps in as the night grows colder,Loneliness,Facebook,2019-11-18 21:20:00,SolitarySoul,#Loneliness #Isolation,20.0,10.0,UK,47,8,2019,11,18,21,2019-11-18
Jealousy consumes me as I witness others' success.,jealousy consumes me as i witness others success,Jealousy,Twitter,2020-08-12 11:30:00,EnviousObserver,#Jealousy #Envy,25.0,12.0,India,50,8,2020,8,12,11,2020-08-12
Resentment building up over past betrayals.,resentment building up over past betrayals,Resentment,Instagram,2018-05-22 14:45:00,BitterHeart,#Resentment #Bitterness,15.0,7.0,Australia,43,6,2018,5,22,14,2018-05-22
Frustration mounts as obstacles block my path.,frustration mounts as obstacles block my path,Frustration,Facebook,2017-01-30 16:10:00,BlockedGoals,#Frustration #Obstacles,20.0,10.0,USA,46,7,2017,1,30,16,2017-01-30
"Boredom sets in, the day feels endlessly dull.",boredom sets in the day feels endlessly dull,Boredom,Twitter,2016-09-28 19:45:00,BoredMind,#Boredom #LackOfInterest,15.0,8.0,Canada,46,8,2016,9,28,19,2016-09-28
"Anxiety grips my heart, worry clouds my thoughts.",anxiety grips my heart worry clouds my thoughts,Anxiety,Instagram,2019-04-15 09:00:00,WorriedMind,#Anxiety #Worry,25.0,12.0,UK,49,8,2019,4,15,9,2019-04-15
Intimidation by the unknown future ahead.,intimidation by the unknown future ahead,Intimidation,Facebook,2021-12-03 18:30:00,FearfulSoul,#Intimidation #Fear,30.0,15.0,India,41,6,2021,12,3,18,2021-12-03
Helplessness sinks in as challenges pile up.,helplessness sinks in as challenges pile up,Helplessness,Twitter,2020-06-20 14:20:00,OverwhelmedHeart,#Helplessness #Overwhelmed,15.0,8.0,Australia,44,7,2020,6,20,14,2020-06-20
Envy eats away at me as I see others' prosperity.,envy eats away at me as i see others prosperity,Envy,Instagram,2018-11-07 11:30:00,CovetousMind,#Envy #Desire,20.0,10.0,Canada,49,10,2018,11,7,11,2018-11-07
Regret over missed opportunities haunts my thoughts.,regret over missed opportunities haunts my thoughts,Regret,Facebook,2017-08-25 16:00:00,RemorsefulSoul,#Regret #MissedChances,25.0,12.0,UK,52,7,2017,8,25,16,2017-08-25
Disgust at the sight of injustice and cruelty.,disgust at the sight of injustice and cruelty,Disgust,Twitter,2019-02-11 09:45:00,DisgustedHeart,#Disgust #Injustice,15.0,7.0,India,46,8,2019,2,11,9,2019-02-11
"Drowning in despair, hope slipping through my fingers.",drowning in despair hope slipping through my fingers,Despair,Instagram,2016-04-02 20:20:00,HopelessHeart,#Despair #Hopeless,20.0,10.0,USA,54,8,2016,4,2,20,2016-04-02
"Grief weighs heavy, tears a constant companion.",grief weighs heavy tears a constant companion,Grief,Facebook,2015-10-18 15:30:00,TearfulSoul,#Grief #Tears,25.0,12.0,Canada,47,7,2015,10,18,15,2015-10-18
"Loneliness in a crowded room, a silent cry for connection.",loneliness in a crowded room a silent cry for connection,Loneliness,Twitter,2019-07-12 18:10:00,IsolatedMind,#Loneliness #SeekingConnection,30.0,15.0,UK,58,10,2019,7,12,18,2019-07-12
"Jealousy gnaws at my confidence, a toxic emotion.",jealousy gnaws at my confidence a toxic emotion,Jealousy,Instagram,2018-06-03 16:30:00,SelfDoubt,#Jealousy #Insecurity,15.0,8.0,India,49,8,2018,6,3,16,2018-06-03
"Resentment festers, poisoning relationships.",resentment festers poisoning relationships,Resentment,Facebook,2022-01-15 12:00:00,BrokenTrust,#Resentment #BrokenTrust,20.0,10.0,Australia,44,4,2022,1,15,12,2022-01-15
"Frustration boils over, a volcanic eruption of emotions.",frustration boils over a volcanic eruption of emotions,Frustration,Twitter,2017-04-10 14:45:00,ExplosiveMind,#Frustration #EmotionalOutburst,25.0,12.0,USA,56,8,2017,4,10,14,2017-04-10
"Boredom settles like dust, life feels mundane.",boredom settles like dust life feels mundane,Boredom,Instagram,2016-11-28 19:00:00,MundaneHeart,#Boredom #Monotony,15.0,7.0,Canada,46,7,2016,11,28,19,2016-11-28
"Anxiety grips my chest, a relentless grip on my thoughts.",anxiety grips my chest a relentless grip on my thoughts,Anxiety,Facebook,2018-09-05 09:30:00,RestlessMind,#Anxiety #Restlessness,20.0,10.0,UK,57,10,2018,9,5,9,2018-09-05
"Intimidation by the challenges ahead, fear takes hold.",intimidation by the challenges ahead fear takes hold,Intimidation,Twitter,2021-10-22 18:30:00,FearfulJourney,#Intimidation #FacingFear,30.0,15.0,India,54,8,2021,10,22,18,2021-10-22
"Helplessness engulfs me, drowning in a sea of problems.",helplessness engulfs me drowning in a sea of problems,Helplessness,Instagram,2019-05-08 14:20:00,OverwhelmedSoul,#Helplessness #Struggling,15.0,8.0,Australia,55,9,2019,5,8,14,2019-05-08
"Envy poisons my thoughts, coveting others' success.",envy poisons my thoughts coveting others success,Envy,Facebook,2017-03-20 11:30:00,GreenEyedMonster,#Envy #Success,20.0,10.0,Canada,51,7,2017,3,20,11,2017-03-20
Regret for decisions that led to a painful present.,regret for decisions that led to a painful present,Regret,Twitter,2018-12-15 16:00:00,RegretfulMind,#Regret #PastChoices,25.0,12.0,USA,51,9,2018,12,15,16,2018-12-15
Disgust at the corruption that stains society.,disgust at the corruption that stains society,Disgust,Instagram,2016-07-01 09:45:00,CorruptedHeart,#Disgust #Corruption,15.0,7.0,UK,46,7,2016,7,1,9,2016-07-01
"Sinking in despair, each day darker than the last.",sinking in despair each day darker than the last,Despair,Facebook,2020-08-20 20:20:00,DrowningSoul,#Despair #DarkDays,20.0,10.0,India,50,9,2020,8,20,20,2020-08-20
"Grief overwhelms, a storm of emotions within.",grief overwhelms a storm of emotions within,Grief,Twitter,2021-02-25 15:30:00,StormyHeart,#Grief #EmotionalStorm,25.0,12.0,Canada,45,7,2021,2,25,15,2021-02-25
"Loneliness echoes in empty spaces, yearning for connection.",loneliness echoes in empty spaces yearning for connection,Loneliness,Instagram,2019-09-12 18:10:00,EchoingSoul,#Loneliness #YearningForConnection,30.0,15.0,Australia,59,8,2019,9,12,18,2019-09-12
"Jealousy poisons my thoughts, resentment brewing within.",jealousy poisons my thoughts resentment brewing within,Jealousy,Facebook,2018-08-05 16:30:00,PoisonedMind,#Jealousy #Resentment,15.0,8.0,USA,56,7,2018,8,5,16,2018-08-05
"Resentment festers, a wound that refuses to heal.",resentment festers a wound that refuses to heal,Resentment,Twitter,2017-01-12 12:00:00,UnforgivingSoul,#Resentment #Unforgiving,20.0,10.0,India,49,8,2017,1,12,12,2017-01-12
"Frustration escalates, a thunderstorm of emotions.",frustration escalates a thunderstorm of emotions,Frustration,Instagram,2022-04-05 14:45:00,ThunderingMind,#Frustration #EmotionalOutburst,25.0,12.0,UK,50,6,2022,4,5,14,2022-04-05
"Boredom lingers, a stagnant pool of indifference.",boredom lingers a stagnant pool of indifference,Boredom,Facebook,2021-10-02 19:00:00,StagnantHeart,#Boredom #Stagnation,15.0,7.0,Canada,49,7,2021,10,2,19,2021-10-02
"Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge.",embarking on a journey of discovery fueled by curiosity and a thirst for knowledge,Curiosity,Twitter,2023-04-15 10:15:00,InquisitiveMind,#Curiosity #Learning,30.0,15.0,USA,84,14,2023,4,15,10,2023-04-15
"Lost in the vast sea of information, an indifferent wave in the digital ocean.",lost in the vast sea of information an indifferent wave in the digital ocean,Indifference,Instagram,2022-11-28 17:30:00,ApatheticObserver,#Indifference #DigitalOverload,15.0,7.0,Canada,78,14,2022,11,28,17,2022-11-28
"The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos.",the complex puzzle of life leaves me in a state of perpetual confusion seeking answers in the chaos,Confusion,Facebook,2020-04-02 09:45:00,SeekingClarity,#Confusion #LifePuzzle,20.0,10.0,UK,101,18,2020,4,2,9,2020-04-02
"A numbness settles over me, a shield against the overwhelming emotions life throws my way.",a numbness settles over me a shield against the overwhelming emotions life throws my way,Numbness,Twitter,2021-08-10 14:00:00,EmotionallyDistant,#Numbness #EmotionalShield,15.0,8.0,India,90,15,2021,8,10,14,2021-08-10
"Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time.",gazing at the sunset a melancholic longing for moments that slip through the fingers of time,Melancholy,Instagram,2019-06-18 20:45:00,SunsetDreamer,#Melancholy #SunsetMoments,25.0,12.0,Australia,94,16,2019,6,18,20,2019-06-18
"Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony.",revisiting old photographs caught in the embrace of nostalgias bittersweet symphony,Nostalgia,Facebook,2018-02-05 15:15:00,MemoryLaneTraveler,#Nostalgia #MemoryLane,20.0,10.0,USA,86,11,2018,2,5,15,2018-02-05
"Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty.",torn between conflicting emotions an ambivalence that paints my decisions in shades of uncertainty,Ambivalence,Twitter,2022-05-30 11:30:00,MixedFeelings,#Ambivalence #UncertainChoices,25.0,12.0,Canada,100,14,2022,5,30,11,2022-05-30
"Embracing the ebb and flow of life, finding acceptance in the dance of existence.",embracing the ebb and flow of life finding acceptance in the dance of existence,Acceptance,Instagram,2023-01-10 16:20:00,ZenLifestyle,#Acceptance #LifeJourney,30.0,15.0,UK,81,14,2023,1,10,16,2023-01-10
"Facing challenges head-on, a determination that fuels the fire within to achieve the impossible.",facing challenges headon a determination that fuels the fire within to achieve the impossible,Determination,Facebook,2020-09-18 13:45:00,ResilientSpirit,#Determination #AchieveTheImpossible,20.0,10.0,India,96,14,2020,9,18,13,2020-09-18
